date,close,gain,loss,avg_gain,avg_loss,rsi
1,0.1685797696993928,0,0,0,0,0
2,0.20098742658577087,0.03240765688637806,0,0,0,0
3,0.1988309655083302,0,0.0021564610774406634,0,0,0
4,0.22209469891179226,0.02326373340346205,0,0,0,0
5,0.2307821236998785,0.008687424788086234,0,0,0,0
6,0.25498410357249623,0.02420197987261774,0,0,0,0
7,0.21794936405111892,0,0.03703473952137731,0,0,0
8,0.22909066732280461,0.011141303271685693,0,0,0,0
9,0.22754319604397769,0,0.0015474712788269285,0,0,0
10,0.21544736303220904,0,0.012095833011768642,0,0,0
11,0.2335258243375772,0.018078461305368165,0,0,0,0
12,0.23012784554249222,0,0.003397978795084994,0,0,0
13,0.23848169628771496,0.00835385074522274,0,0,0,0
14,0.20458777718112753,0,0.03389391910658743,0,0,0
15,0.22,0.01,0,0.01,0.01,60.55
16,0.2,0,0.02,0.01,0.01,56.33
17,0.22,0.02,0,0.01,0.01,59.74
18,0.25,0.03,0,0.01,0.01,64.24
19,0.23,0,0.01,0.01,0.01,60.7
20,0.28,0.05,0,0.01,0.01,68.12
21,0.36,0.08,0,0.02,0.01,75.5
22,0.32,0,0.04,0.02,0.01,66.88
23,0.27,0,0.05,0.02,0.01,58.3
24,0.22,0,0.06,0.01,0.01,50.12
25,0.22,0.0,0,0.01,0.01,50.45
26,0.22,0.0,0,0.01,0.01,51.05
27,0.17,0,0.05,0.01,0.01,43.95
28,0.16,0,0.01,0.01,0.01,42.35
29,0.18,0.02,0,0.01,0.01,45.56
30,0.18,0.0,0,0.01,0.01,45.6
31,0.2,0.02,0,0.01,0.01,49.48
32,0.21,0.01,0,0.01,0.01,51.16
33,0.19,0,0.02,0.01,0.01,47.99
34,0.22,0.03,0,0.01,0.01,52.34
35,0.21,0,0.01,0.01,0.01,50.43
36,0.14,0,0.06,0.01,0.01,41.05
37,0.15,0.01,0,0.01,0.01,42.03
38,0.13,0,0.02,0.01,0.01,39.64
39,0.1,0,0.03,0.01,0.02,36.07
40,0.11,0.01,0,0.01,0.01,37.3
41,0.1,0,0.01,0.01,0.01,36.41
42,0.11,0.0,0,0.01,0.01,37.4
43,0.09,0,0.01,0.01,0.01,35.64
44,0.1,0.0,0,0.01,0.01,36.76
45,0.07,0,0.03,0.01,0.01,32.48
46,0.07,0.01,0,0.01,0.01,34.08
47,0.08,0.01,0,0.01,0.01,36.38
48,0.07,0,0.01,0.01,0.01,35.45
49,0.08,0.01,0,0.01,0.01,37.77
50,0.09,0.01,0,0.01,0.01,39.65
51,0.1,0.01,0,0.01,0.01,42.83
52,0.07,0,0.03,0.01,0.01,37.7
53,0.07,0,0.0,0.01,0.01,37.66
54,0.06,0,0.01,0.01,0.01,35.23
55,0.06,0.0,0,0.0,0.01,35.37
56,0.06,0,0.0,0.0,0.01,35.07
57,0.04,0,0.02,0.0,0.01,31.93
58,0.05,0.0,0,0.0,0.01,33.23
59,0.04,0,0.01,0.0,0.01,32.08
60,0.04,0.0,0,0.0,0.01,32.31
61,0.04,0.0,0,0.0,0.01,34.23
62,0.05,0.0,0,0.0,0.01,35.79
63,0.05,0.0,0,0.0,0.01,37.48
64,0.06,0.0,0,0.0,0.01,39.59
65,0.05,0,0.01,0.0,0.01,37.51
66,0.05,0.0,0,0.0,0.01,39.06
67,0.06,0.01,0,0.0,0.0,43.21
68,0.07,0.01,0,0.0,0.0,48.19
69,0.08,0.01,0,0.0,0.0,50.81
70,0.09,0.01,0,0.0,0.0,54.41
71,0.07,0,0.01,0.0,0.0,48.88
72,0.07,0,0.0,0.0,0.0,47.68
73,0.04,0,0.03,0.0,0.01,38.49
74,0.06,0.02,0,0.0,0.01,46.01
75,0.07,0.01,0,0.01,0.01,49.27
76,0.08,0.01,0,0.01,0.0,51.26
77,0.08,0.0,0,0.0,0.0,51.44
78,0.09,0.02,0,0.01,0.0,57.36
79,0.09,0,0.0,0.01,0.0,56.98
80,0.09,0,0.0,0.0,0.0,54.68
81,0.09,0.01,0,0.0,0.0,56.91
82,0.1,0.01,0,0.01,0.0,60.85
83,0.12,0.02,0,0.01,0.0,66.31
84,0.15,0.02,0,0.01,0.0,71.6
85,0.17,0.02,0,0.01,0.0,75.97
86,0.21,0.04,0,0.01,0.0,80.75
87,0.26,0.05,0,0.01,0.0,85.14
88,0.23,0,0.03,0.01,0.0,73.51
89,0.24,0.01,0,0.01,0.0,74.55
90,0.29,0.05,0,0.02,0.0,79.42
91,0.3,0.02,0,0.02,0.0,80.6
92,0.35,0.05,0,0.02,0.0,83.98
93,0.32,0,0.03,0.02,0.01,75.18
94,0.3,0,0.02,0.02,0.01,69.38
95,0.28,0,0.02,0.01,0.01,65.49
96,0.28,0.0,0,0.01,0.01,65.89
97,0.22,0,0.07,0.01,0.01,52.51
98,0.17,0,0.05,0.01,0.01,45.73
99,0.18,0.01,0,0.01,0.01,46.73
100,0.17,0,0.01,0.01,0.01,45.14
101,0.14,0,0.03,0.01,0.01,41.28
102,0.14,0.0,0,0.01,0.01,41.86
103,0.12,0,0.02,0.01,0.01,39.4
104,0.12,0.0,0,0.01,0.01,39.72
105,0.14,0.01,0,0.01,0.01,42.59
106,0.17,0.04,0,0.01,0.01,49.49
107,0.18,0.01,0,0.01,0.01,50.58
108,0.19,0.01,0,0.01,0.01,52.57
109,0.19,0.0,0,0.01,0.01,52.78
110,0.18,0,0.01,0.01,0.01,50.08
111,0.2,0.03,0,0.01,0.01,55.31
112,0.21,0.0,0,0.01,0.01,55.57
113,0.21,0.01,0,0.01,0.01,57.46
114,0.24,0.02,0,0.01,0.01,61.89
115,0.27,0.03,0,0.01,0.01,66.59
116,0.3,0.03,0,0.01,0.01,69.96
117,0.39,0.1,0,0.02,0.01,78.47
118,0.37,0,0.02,0.02,0.01,73.48
119,0.37,0.0,0,0.02,0.01,73.76
120,0.39,0.02,0,0.02,0.01,75.11
121,0.38,0,0.01,0.02,0.01,72.05
122,0.37,0,0.01,0.01,0.01,68.9
123,0.38,0.01,0,0.01,0.01,70.19
124,0.39,0.01,0,0.01,0.01,71.04
125,0.35,0,0.03,0.01,0.01,62.74
126,0.3,0,0.05,0.01,0.01,52.09
127,0.33,0.03,0,0.01,0.01,56.62
128,0.32,0,0.01,0.01,0.01,55.63
129,0.37,0.05,0,0.01,0.01,62.37
130,0.44,0.06,0,0.02,0.01,68.59
131,0.46,0.03,0,0.02,0.01,70.89
132,0.49,0.03,0,0.02,0.01,72.99
133,0.47,0,0.02,0.02,0.01,68.45
134,0.4,0,0.07,0.02,0.01,56.99
135,0.47,0.07,0,0.02,0.01,63.84
136,0.49,0.02,0,0.02,0.01,65.46
137,0.43,0,0.06,0.02,0.01,57.51
138,0.49,0.05,0,0.02,0.01,62.28
139,0.57,0.08,0,0.03,0.01,67.72
140,0.54,0,0.02,0.02,0.01,65.01
141,0.5,0,0.04,0.02,0.01,59.94
142,0.69,0.18,0,0.03,0.01,71.0
143,0.66,0,0.02,0.03,0.01,68.53
144,0.66,0,0.01,0.03,0.01,67.67
145,0.71,0.05,0,0.03,0.01,70.41
146,0.66,0,0.05,0.03,0.02,64.51
147,0.62,0,0.03,0.03,0.02,60.8
148,0.67,0.05,0,0.03,0.02,63.91
149,0.69,0.02,0,0.03,0.01,65.31
150,0.68,0,0.01,0.03,0.01,64.21
151,0.65,0,0.04,0.02,0.02,59.99
152,0.54,0,0.11,0.02,0.02,49.53
153,0.51,0,0.03,0.02,0.02,46.96
154,0.45,0,0.06,0.02,0.03,42.37
155,0.42,0,0.02,0.02,0.03,40.82
156,0.37,0,0.05,0.02,0.03,37.33
157,0.36,0,0.01,0.02,0.03,36.87
158,0.33,0,0.03,0.01,0.03,34.71
159,0.3,0,0.03,0.01,0.03,32.82
160,0.36,0.06,0,0.02,0.02,39.75
161,0.38,0.02,0,0.02,0.02,41.67
162,0.35,0,0.03,0.02,0.02,39.24
163,0.31,0,0.04,0.01,0.02,36.7
164,0.33,0.02,0,0.01,0.02,39.44
165,0.34,0.01,0,0.01,0.02,40.2
166,0.32,0,0.02,0.01,0.02,38.87
167,0.35,0.02,0,0.01,0.02,42.04
168,0.29,0,0.06,0.01,0.02,37.3
169,0.38,0.09,0,0.02,0.02,47.3
170,0.33,0,0.05,0.02,0.02,42.76
171,0.35,0.02,0,0.02,0.02,45.15
172,0.33,0,0.02,0.02,0.02,43.52
173,0.3,0,0.03,0.01,0.02,40.9
174,0.26,0,0.04,0.01,0.02,37.96
175,0.26,0,0.0,0.01,0.02,37.67
176,0.22,0,0.03,0.01,0.02,35.06
177,0.22,0,0.01,0.01,0.02,34.62
178,0.22,0.0,0,0.01,0.02,34.64
179,0.21,0,0.01,0.01,0.02,33.42
180,0.22,0.02,0,0.01,0.02,36.34
181,0.19,0,0.03,0.01,0.02,33.44
182,0.21,0.02,0,0.01,0.02,36.31
183,0.15,0,0.06,0.01,0.02,31.34
184,0.17,0.02,0,0.01,0.02,34.11
185,0.16,0,0.01,0.01,0.02,33.27
186,0.15,0,0.01,0.01,0.02,32.35
187,0.11,0,0.04,0.01,0.02,29.26
188,0.13,0.02,0,0.01,0.02,33.1
189,0.15,0.01,0,0.01,0.02,35.54
190,0.16,0.01,0,0.01,0.02,37.64
191,0.19,0.04,0,0.01,0.01,44.28
192,0.17,0,0.03,0.01,0.01,41.08
193,0.16,0,0.01,0.01,0.01,39.61
194,0.17,0.01,0,0.01,0.01,42.01
195,0.19,0.02,0,0.01,0.01,46.03
196,0.21,0.02,0,0.01,0.01,49.01
197,0.24,0.03,0,0.01,0.01,53.17
198,0.23,0,0.0,0.01,0.01,52.33
199,0.22,0,0.01,0.01,0.01,49.74
200,0.2,0,0.02,0.01,0.01,46.7
201,0.22,0.02,0,0.01,0.01,51.01
202,0.21,0,0.01,0.01,0.01,49.4
203,0.19,0,0.02,0.01,0.01,46.19
204,0.22,0.02,0,0.01,0.01,50.32
205,0.2,0,0.01,0.01,0.01,47.7
206,0.2,0,0.0,0.01,0.01,47.26
207,0.18,0,0.02,0.01,0.01,44.23
208,0.2,0.02,0,0.01,0.01,47.51
209,0.22,0.02,0,0.01,0.01,51.11
210,0.23,0.02,0,0.01,0.01,54.76
211,0.22,0,0.01,0.01,0.01,51.72
212,0.24,0.02,0,0.01,0.01,54.89
213,0.23,0,0.01,0.01,0.01,52.88
214,0.22,0,0.01,0.01,0.01,51.37
215,0.26,0.04,0,0.01,0.01,59.39
216,0.19,0,0.07,0.01,0.01,45.86
217,0.25,0.05,0,0.01,0.01,54.24
218,0.25,0.01,0,0.01,0.01,55.15
219,0.23,0,0.03,0.01,0.01,50.78
220,0.22,0,0.01,0.01,0.01,49.49
221,0.22,0.0,0,0.01,0.01,49.64
222,0.25,0.03,0,0.01,0.01,54.01
223,0.26,0.02,0,0.01,0.01,56.55
224,0.27,0.01,0,0.01,0.01,57.71
225,0.25,0,0.02,0.01,0.01,54.02
226,0.26,0.01,0,0.01,0.01,55.58
227,0.36,0.1,0,0.02,0.01,68.52
228,0.34,0,0.02,0.02,0.01,64.87
229,0.36,0.01,0,0.02,0.01,66.4
230,0.35,0,0.01,0.01,0.01,64.44
231,0.38,0.03,0,0.02,0.01,67.81
232,0.4,0.02,0,0.02,0.01,70.0
233,0.4,0.0,0,0.02,0.01,70.49
234,0.38,0,0.03,0.01,0.01,64.49
235,0.3,0,0.08,0.01,0.01,49.96
236,0.3,0.01,0,0.01,0.01,51.16
237,0.26,0,0.05,0.01,0.01,44.7
238,0.26,0.0,0,0.01,0.01,45.46
239,0.27,0.01,0,0.01,0.01,46.77
240,0.28,0.01,0,0.01,0.01,47.75
241,0.25,0,0.02,0.01,0.01,44.49
242,0.24,0,0.02,0.01,0.01,42.22
243,0.25,0.01,0,0.01,0.01,43.87
244,0.24,0,0.0,0.01,0.01,43.29
245,0.26,0.01,0,0.01,0.01,45.89
246,0.28,0.02,0,0.01,0.01,50.44
247,0.29,0.02,0,0.01,0.01,53.4
248,0.32,0.02,0,0.01,0.01,57.25
249,0.33,0.02,0,0.01,0.01,59.82
250,0.33,0,0.0,0.01,0.01,58.85
251,0.29,0,0.04,0.01,0.01,51.1
252,0.26,0,0.03,0.01,0.01,45.44
253,0.27,0.01,0,0.01,0.01,47.73
254,0.32,0.05,0,0.01,0.01,55.7
255,0.36,0.04,0,0.01,0.01,61.23
256,0.35,0,0.01,0.01,0.01,59.46
257,0.37,0.02,0,0.01,0.01,62.0
258,0.39,0.02,0,0.01,0.01,64.16
259,0.36,0,0.03,0.01,0.01,58.64
260,0.33,0,0.03,0.01,0.01,52.19
261,0.34,0.02,0,0.01,0.01,54.88
262,0.33,0,0.01,0.01,0.01,53.3
263,0.32,0,0.01,0.01,0.01,50.93
264,0.25,0,0.07,0.01,0.01,39.88
265,0.28,0.03,0,0.01,0.01,44.79
266,0.3,0.03,0,0.01,0.01,49.21
267,0.33,0.02,0,0.01,0.01,52.63
268,0.3,0,0.03,0.01,0.01,48.07
269,0.34,0.04,0,0.01,0.01,53.61
270,0.38,0.04,0,0.02,0.01,58.41
271,0.39,0.02,0,0.02,0.01,60.51
272,0.41,0.02,0,0.02,0.01,62.38
273,0.41,0,0.0,0.02,0.01,62.23
274,0.45,0.04,0,0.02,0.01,66.24
275,0.36,0,0.09,0.02,0.01,51.74
276,0.36,0.01,0,0.01,0.01,52.36
277,0.37,0.01,0,0.01,0.01,53.28
278,0.38,0.01,0,0.01,0.01,55.03
279,0.41,0.03,0,0.02,0.01,58.97
280,0.37,0,0.05,0.01,0.01,51.76
281,0.4,0.03,0,0.02,0.01,55.96
282,0.37,0,0.03,0.01,0.01,51.16
283,0.35,0,0.01,0.01,0.01,49.57
284,0.38,0.02,0,0.01,0.01,52.87
285,0.36,0,0.02,0.01,0.01,49.49
286,0.41,0.06,0,0.02,0.01,56.79
287,0.39,0,0.02,0.02,0.01,53.66
288,0.42,0.03,0,0.02,0.01,56.97
289,0.39,0,0.03,0.02,0.01,52.25
290,0.37,0,0.02,0.01,0.01,49.91
291,0.43,0.06,0,0.02,0.01,57.2
292,0.52,0.09,0,0.02,0.01,65.06
293,0.72,0.2,0,0.04,0.01,75.83
294,0.84,0.12,0,0.04,0.01,79.74
295,0.81,0,0.03,0.04,0.01,76.48
296,0.82,0.01,0,0.04,0.01,76.85
297,0.65,0,0.17,0.03,0.02,60.19
298,0.84,0.18,0,0.04,0.02,68.12
299,0.82,0,0.02,0.04,0.02,66.74
300,0.79,0,0.03,0.04,0.02,64.22
301,0.81,0.02,0,0.04,0.02,65.28
302,0.94,0.13,0,0.04,0.02,70.32
303,0.93,0,0.01,0.04,0.02,69.74
304,0.9,0,0.03,0.04,0.02,67.25
