date,close,gain,loss,avg_gain,avg_loss,rsi
1,0.0003856093363291615,0,0,0,0,0
2,0.0003312147665602685,0,5.439456976889296e-05,0,0,0
3,0.0003192033246294476,0,1.2011441930820908e-05,0,0,0
4,0.00029402697110717424,0,2.5176353522273376e-05,0,0,0
5,0.0003161908471977283,2.2163876090554064e-05,0,0,0,0
6,0.0003216190306922209,5.42818349449258e-06,0,0,0,0
7,0.0003317129215221852,1.0093890829964292e-05,0,0,0,0
8,0.00029008766456804156,0,4.162525695414361e-05,0,0,0
9,0.00027060878685805813,0,1.9478877709983434e-05,0,0,0
10,0.0002911684509150683,2.055966405701019e-05,0,0,0,0
11,0.0002775962493981122,0,1.3572201516956115e-05,0,0,0
12,0.00027981081055151823,2.214561153406026e-06,0,0,0,0
13,0.00026963348544774724,0,1.0177325103770992e-05,0,0,0
14,0.0002975151732366542,2.7881687788906936e-05,0,0,0,0
15,0.0,0,0.0,0.0,0.0,32.86
16,0.0,0.0,0,0.0,0.0,42.95
17,0.0,0,0.0,0.0,0.0,39.97
18,0.0,0,0.0,0.0,0.0,39.52
19,0.0,0.0,0,0.0,0.0,41.88
20,0.0,0,0.0,0.0,0.0,41.11
21,0.0,0,0.0,0.0,0.0,32.52
22,0.0,0.0,0,0.0,0.0,40.72
23,0.0,0,0.0,0.0,0.0,40.5
24,0.0,0.0,0,0.0,0.0,49.91
25,0.0,0.0,0,0.0,0.0,55.23
26,0.0,0,0.0,0.0,0.0,54.18
27,0.0,0.0,0,0.0,0.0,66.79
28,0.0,0.0,0,0.0,0.0,67.52
29,0.0,0,0.0,0.0,0.0,60.5
30,0.0,0,0.0,0.0,0.0,55.61
31,0.0,0,0.0,0.0,0.0,52.67
32,0.0,0.0,0,0.0,0.0,56.02
33,0.0,0.0,0,0.0,0.0,57.61
34,0.0,0,0.0,0.0,0.0,49.08
35,0.0,0.0,0,0.0,0.0,55.23
36,0.0,0.0,0,0.0,0.0,64.55
37,0.0,0,0.0,0.0,0.0,63.49
38,0.0,0.0,0,0.0,0.0,66.15
39,0.0,0.0,0,0.0,0.0,74.44
40,0.0,0,0.0,0.0,0.0,68.83
41,0.0,0.0,0,0.0,0.0,73.22
42,0.0,0,0.0,0.0,0.0,61.38
43,0.0,0.0,0,0.0,0.0,66.72
44,0.0,0,0.0,0.0,0.0,63.6
45,0.0,0.0,0,0.0,0.0,75.57
46,0.0,0,0.0,0.0,0.0,67.74
47,0.0,0,0.0,0.0,0.0,62.12
48,0.0,0.0,0,0.0,0.0,63.67
49,0.0,0,0.0,0.0,0.0,62.55
50,0.0,0,0.0,0.0,0.0,61.75
51,0.0,0,0.0,0.0,0.0,59.09
52,0.0,0.0,0,0.0,0.0,66.26
53,0.0,0.0,0,0.0,0.0,67.96
54,0.0,0.0,0,0.0,0.0,72.84
