date,close,gain,loss,avg_gain,avg_loss,rsi
172,1055.3,3.8,0,12.76,5.28,70.73
173,981.7,0,73.6,11.85,10.16,53.84
174,992.11,10.41,0,11.75,9.44,55.46
175,1010.95,18.83,0,12.25,8.76,58.31
176,1000.52,0,10.42,11.38,8.88,56.17
177,996.1,0,4.42,10.57,8.56,55.24
178,1010.1,14.0,0,10.81,7.95,57.63
179,1008.88,0,1.22,10.04,7.47,57.34
180,1034.9,26.02,0,11.18,6.94,61.72
181,1056.56,21.65,0,11.93,6.44,64.94
182,1058.58,2.02,0,11.22,5.98,65.24
183,1053.5,0,5.08,10.42,5.92,63.79
184,1082.02,28.51,0,11.71,5.49,68.07
185,1125.41,43.39,0,13.98,5.1,73.26
186,1123.3,0,2.1,12.98,4.89,72.64
187,1185.65,62.35,0,16.5,4.54,78.43
188,1180.87,0,4.78,15.32,4.56,77.09
189,1149.4,0,31.47,14.23,6.48,68.72
190,1180.67,31.27,0,15.45,6.01,71.97
191,1193.13,12.46,0,15.23,5.59,73.17
192,1190.33,0,2.8,14.15,5.39,72.42
193,1227.48,37.15,0,15.79,5.0,75.94
194,1262.08,34.6,0,17.13,4.64,78.67
195,1289.54,27.46,0,17.87,4.31,80.56
196,1268.81,0,20.73,16.59,5.48,75.16
197,1276.23,7.42,0,15.94,5.09,75.78
198,1280.99,4.75,0,15.14,4.73,76.2
199,1233.06,0,47.93,14.06,7.82,64.27
200,1149.63,0,83.43,13.05,13.22,49.69
201,1191.24,41.61,0,15.09,12.27,55.16
202,1100.01,0,91.23,14.02,17.91,43.9
203,1181.2,81.19,0,18.81,16.63,53.08
204,1230.56,49.36,0,21.0,15.44,57.62
205,1243.26,12.7,0,20.4,14.34,58.72
206,1246.56,3.29,0,19.18,13.32,59.02
207,1258.46,11.9,0,18.66,12.37,60.15
208,1217.31,0,41.14,17.33,14.42,54.58
209,1074.09,0,143.22,16.09,23.62,40.52
210,961.96,0,112.13,14.94,29.94,33.29
211,1023.49,61.53,0,18.27,27.8,39.65
212,1036.33,12.84,0,17.88,25.82,40.92
213,1112.7,76.37,0,22.06,23.97,47.92
214,1039.84,0,72.86,20.48,27.47,42.72
215,1029.14,0,10.7,19.02,26.27,42.0
216,940.02,0,89.12,17.66,30.76,36.48
217,965.27,25.24,0,18.2,28.56,38.93
218,954.48,0,10.79,16.9,27.29,38.25
219,1042.61,88.13,0,21.99,25.34,46.46
220,1044.72,2.12,0,20.57,23.53,46.64
221,1038.62,0,6.1,19.1,22.29,46.15
222,1031.49,0,7.12,17.74,21.2,45.55
223,1078.27,46.78,0,19.81,19.69,50.15
224,1085.25,6.98,0,18.9,18.28,50.82
225,1098.07,12.82,0,18.46,16.98,52.09
226,1139.31,41.24,0,20.09,15.76,56.03
227,1140.5,1.19,0,18.74,14.64,56.14
228,1132.34,0,8.16,17.4,14.18,55.11
229,1194.21,61.87,0,20.58,13.16,60.99
230,1189.78,0,4.44,19.11,12.54,60.38
231,1182.27,0,7.5,17.74,12.18,59.29
232,1187.7,5.43,0,16.86,11.31,59.85
233,1210.52,22.82,0,17.29,10.5,62.21
234,1226.62,16.1,0,17.2,9.75,63.82
235,1218.3,0,8.32,15.97,9.65,62.34
236,1174.21,0,44.09,14.83,12.11,55.05
237,1183.69,9.48,0,14.45,11.24,56.24
238,1180.32,0,3.36,13.42,10.68,55.68
239,1186.31,5.99,0,12.89,9.92,56.51
240,1205.14,18.83,0,13.31,9.21,59.11
241,1217.58,12.44,0,13.25,8.55,60.77
